SK_ID_CURR,TARGET
100001,0.12628334435148367
100005,0.25521810612558327
100013,0.12443038023106069
100028,0.09645969762145779
100038,0.1835308405058819
100042,0.1009731885300513
100057,0.09196408344750479
100065,0.1562405090868247
100066,0.07712167533930243
100067,0.1952756154928799
100074,0.12814469403007195
100090,0.1533451657881571
100091,0.2097630443769114
100092,0.1781331244318632
100106,0.1608785756355256
100107,0.18699747665232425
100109,0.1572497915881178
100117,0.10457981929376849
100128,0.16084103798727123
100141,0.12683939209584105
100150,0.0817653703870215
100168,0.05619065209726239
100169,0.11794260281131987
100170,0.1487250468511975
100171,0.11737111690491589
100172,0.18166571351981797
100184,0.16709309848316373
100187,0.14871071292922167
100212,0.12040804215797356
100222,0.15493810526001803
100223,0.07399759412989872
100232,0.08280182784476442
100241,0.2099779711097083
100245,0.07796815362174467
100253,0.08782459232887613
100256,0.1754999634383876
100271,0.07137330078498201
100278,0.23021087728339298
100280,0.07607161419525502
100306,0.1997293267790386
100311,0.1908063029760429
100312,0.08088437615212492
100330,0.15913339356756118
100331,0.1403887699170126
100352,0.1700117358658867
100358,0.19989123825560745
100367,0.11524610146063854
100382,0.20647168941304483
100384,0.1339044435476205
100385,0.1740854033178035
100386,0.1232936821610037
100399,0.1079443592782113
100404,0.16864789152126203
100416,0.09467024431061546
100422,0.1668763382037906
100426,0.11259554882558356
100438,0.10826392574172577
100444,0.1974468295365283
100445,0.182188960623127
100446,0.1922273379207386
100447,0.09693493950330023
100450,0.12272482511086666
100466,0.09505553602241276
100483,0.08613547618360214
100484,0.08627559054128761
100494,0.13859409952119167
100510,0.22211532960939565
100512,0.09258717033053146
100517,0.09704726692255204
100548,0.1325517388868934
100551,0.12625195480195103
100552,0.20254140381309613
100553,0.09771039484209812
100561,0.21971065142564686
100568,0.320263639340067
100569,0.10586859261293492
100591,0.12157694421858188
100592,0.08004948240046585
100602,0.12579030342793404
100607,0.13304653991709983
100613,0.13778904622650212
100617,0.16861322279444396
100618,0.17614335650641857
100622,0.20085470032421915
100625,0.15152010458968548
100677,0.16928326443489758
100699,0.13305887878607828
100702,0.337510732739484
100711,0.16588181167400823
100729,0.20972238544920505
100740,0.1769791013720518
100744,0.1797684410192586
100745,0.11157879565375839
100747,0.2097234226128937
100751,0.2556971109172733
100752,0.12447141649607492
100753,0.32172516828530434
100754,0.2407826828971101
100760,0.12295493559504084
100762,0.1466157206177779
100763,0.13345794141234638
100765,0.10303762742729729
100770,0.18785926026205366
100772,0.11324457699892217
100777,0.12117562390263477
100791,0.09532856126908842
100792,0.05863458350025988
100797,0.08991237601022323
100823,0.09562721158719631
100826,0.11201062624342184
100830,0.1018613294232604
100836,0.2976059266740872
100872,0.13650456701417538
100910,0.16624836351971015
100913,0.1786488345739479
100918,0.1352736236726349
100931,0.08047317590929719
100952,0.13661114343603234
100953,0.11534295731183175
100965,0.24258709061589692
100970,0.11778940253299022
100982,0.21897153828355032
100983,0.218926213152966
100984,0.13884106921470193
100987,0.1578362812667004
100997,0.14747829702401993
100998,0.18216723486298908
101002,0.15109575517966145
101005,0.22682347563013405
101008,0.1716712129390329
101020,0.13802989787984318
101021,0.12748940486366322
101024,0.12530010657461402
101025,0.22177622816409917
101026,0.10838615319931168
101031,0.1046945974732865
101041,0.10292393241023165
101051,0.0642313086720178
101055,0.1704606770779274
101056,0.3061023407289126
101057,0.14781654259915136
101064,0.1238021617107988
101079,0.19309840226484107
101087,0.13516380713699033
101090,0.1009832396817227
101092,0.16843716175699341
101097,0.182970132285265
101099,0.07618550438408668
101107,0.15373389125739606
101118,0.14663925880881384
101125,0.2108686266849451
101126,0.08200665536184636
101128,0.10470116062946833
101136,0.19128862760601126
101140,0.1590485066053767
101149,0.1829458190511234
101160,0.14821735138468803
101169,0.2768238793668618
101181,0.1295754175311304
101186,0.08005759130427521
101190,0.18276713167413405
101193,0.15278310985765628
101194,0.20922505892459262
101198,0.16309070321714597
101200,0.08112227518975698
101204,0.11294780336809224
101211,0.13216956357045245
101213,0.1586178094555301
101223,0.12196106737305475
101225,0.15863406428395643
101237,0.17295359037440391
101243,0.16993040542609925
101244,0.1940951392960369
101258,0.11836216480505331
101259,0.22945666764212397
101268,0.190065923416906
101269,0.08858695352010344
101271,0.2111701445941006
101279,0.11820247694489507
101281,0.17689717946203395
101287,0.11573234523786519
101292,0.12716321231531297
101294,0.12189726043443457
101296,0.14947881414622224
101297,0.10410027998679978
101299,0.1164611052094559
101301,0.1024709622726831
101305,0.14958503787140684
