SK_ID_CURR,TARGET
100001,0.11779932915269069
100005,0.14407582938388624
100013,0.032015166199823204
100028,0.032015166199823204
100038,0.06272831645965975
100042,0.06272831645965975
100057,0.032015166199823204
100065,0.11779932915269069
100066,0.06272831645965975
100067,0.11779932915269069
100074,0.11779932915269069
100090,0.06272831645965975
100091,0.06272831645965975
100092,0.14407582938388624
100106,0.032015166199823204
100107,0.11779932915269069
100109,0.11779932915269069
100117,0.032015166199823204
100128,0.14407582938388624
100141,0.06272831645965975
100150,0.032015166199823204
100168,0.032015166199823204
100169,0.11779932915269069
100170,0.06272831645965975
100171,0.032015166199823204
100172,0.14407582938388624
100184,0.14407582938388624
100187,0.07498941371212996
100212,0.06272831645965975
100222,0.11779932915269069
100223,0.032015166199823204
100232,0.032015166199823204
100241,0.07498941371212996
100245,0.032015166199823204
100253,0.032015166199823204
100256,0.06272831645965975
100271,0.032015166199823204
100278,0.11779932915269069
100280,0.032015166199823204
100306,0.14407582938388624
100311,0.23689637394741364
100312,0.032015166199823204
100330,0.06272831645965975
100331,0.06272831645965975
100352,0.11779932915269069
100358,0.14407582938388624
100367,0.032015166199823204
100382,0.23689637394741364
100384,0.06272831645965975
100385,0.11779932915269069
100386,0.06272831645965975
100399,0.06272831645965975
100404,0.11779932915269069
100416,0.032015166199823204
100422,0.032015166199823204
100426,0.06272831645965975
100438,0.032015166199823204
100444,0.14407582938388624
100445,0.06272831645965975
100446,0.07498941371212996
100447,0.032015166199823204
100450,0.06272831645965975
100466,0.06272831645965975
100483,0.06272831645965975
100484,0.032015166199823204
100494,0.07498941371212996
100510,0.14407582938388624
100512,0.06272831645965975
100517,0.032015166199823204
100548,0.14407582938388624
100551,0.06272831645965975
100552,0.06272831645965975
100553,0.032015166199823204
100561,0.23689637394741364
100568,0.23689637394741364
100569,0.06272831645965975
100591,0.06272831645965975
100592,0.032015166199823204
100602,0.06272831645965975
100607,0.032015166199823204
100613,0.06272831645965975
100617,0.11779932915269069
100618,0.11779932915269069
100622,0.14407582938388624
100625,0.06272831645965975
100677,0.11779932915269069
100699,0.07498941371212996
100702,0.23689637394741364
100711,0.14407582938388624
100729,0.14407582938388624
100740,0.14407582938388624
100744,0.06272831645965975
100745,0.032015166199823204
100747,0.11779932915269069
100751,0.23689637394741364
100752,0.06272831645965975
100753,0.21043285238623752
100754,0.23689637394741364
100760,0.032015166199823204
100762,0.11779932915269069
100763,0.07498941371212996
100765,0.032015166199823204
100770,0.11779932915269069
100772,0.032015166199823204
100777,0.06272831645965975
100791,0.032015166199823204
100792,0.032015166199823204
100797,0.032015166199823204
100823,0.032015166199823204
100826,0.06272831645965975
100830,0.032015166199823204
100836,0.14407582938388624
100872,0.032015166199823204
100910,0.06272831645965975
100913,0.23689637394741364
100918,0.06272831645965975
100931,0.032015166199823204
100952,0.06272831645965975
100953,0.032015166199823204
100965,0.23689637394741364
100970,0.032015166199823204
100982,0.06272831645965975
100983,0.11779932915269069
100984,0.06272831645965975
100987,0.032015166199823204
100997,0.06272831645965975
100998,0.07498941371212996
101002,0.11779932915269069
101005,0.14407582938388624
101008,0.06272831645965975
101020,0.06272831645965975
101021,0.07498941371212996
101024,0.06272831645965975
101025,0.11779932915269069
101026,0.07498941371212996
101031,0.032015166199823204
101041,0.06272831645965975
